,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,insured_zip_class,policy_duration_days
892,35,IL,500/1000,1000,1125.4,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,Vehicle Theft,No Collision,Trivial Damage,,WV,Columbus,7785 Lincoln Lane,6,1,Unknown,2,1,NO,220,440,1980,Jeep,Wrangler,2001,N,60,3866
893,33,OH,250/500,500,1294.41,MALE,High School,transport-moving,sleeping,husband,0,0,Vehicle Theft,No Collision,Minor Damage,,NC,Arlington,4994 Lincoln Drive,8,1,YES,0,0,Unknown,1380,1380,6210,Dodge,Neon,2011,N,47,1611
894,31,IN,100/300,500,1459.5,MALE,MD,priv-house-serv,movies,not-in-family,0,0,Parked Car,No Collision,Minor Damage,,NY,Springfield,1298 Maple Hwy,6,1,Unknown,1,3,Unknown,1000,1000,4000,Suburu,Impreza,2000,N,47,8921
895,38,IL,100/300,500,1367.99,MALE,High School,armed-forces,board-games,own-child,26500,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2644 MLK Drive,23,3,Unknown,0,3,Unknown,11040,5520,38640,Saab,92x,1998,Y,46,1980
896,45,IN,250/500,500,1594.37,MALE,Associate,exec-managerial,board-games,own-child,0,0,Parked Car,No Collision,Trivial Damage,,SC,Riverwood,5630 1st Drive,13,1,NO,0,3,YES,660,1320,5280,Saab,92x,2008,N,60,5638
897,39,IL,100/300,500,1035.99,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6137 MLK St,3,3,NO,2,0,Unknown,11760,11760,41160,Jeep,Wrangler,2010,N,46,2141
898,43,OH,250/500,500,911.53,FEMALE,PhD,sales,basketball,husband,53200,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,5383 Maple Drive,23,1,NO,0,1,NO,0,11840,47360,Chevrolet,Malibu,1998,N,44,2130
899,34,OH,500/1000,500,1319.97,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,Vehicle Theft,No Collision,Minor Damage,,NC,Arlington,4460 4th Lane,8,1,YES,1,3,Unknown,470,940,3290,Saab,92x,1998,N,60,3079
900,33,OH,250/500,2000,1391.63,MALE,Associate,sales,video-games,husband,61200,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,8524 Pine Lane,23,1,YES,0,3,NO,6940,6940,55520,Mercedes,C300,2000,N,46,7022
901,21,IN,250/500,500,915.41,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,8456 1st Ave,23,1,YES,0,0,NO,4050,4050,32400,Nissan,Pathfinder,1998,N,61,4473
902,28,IL,500/1000,1000,1468.82,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,3639 Flute Hwy,9,3,NO,2,1,NO,5000,10000,45000,Honda,Accord,1997,N,47,8497
903,30,IN,500/1000,500,1412.76,MALE,PhD,armed-forces,basketball,wife,66400,-63700,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,22,1,YES,2,3,NO,11220,11220,44880,Volkswagen,Jetta,1996,N,60,6205
904,27,OH,500/1000,500,1588.26,FEMALE,High School,tech-support,movies,husband,56700,-49300,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,7835 Cherokee Hwy,22,3,YES,2,1,YES,8410,8410,58870,Saab,95,2014,N,43,4657
905,31,IN,100/300,1000,1140.91,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,1030 Pine Lane,15,3,NO,1,2,Unknown,6430,6430,51440,Chevrolet,Silverado,2002,Y,47,8611
906,43,OH,100/300,1000,1517.54,MALE,JD,priv-house-serv,camping,own-child,0,-20900,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,9278 Francis Ridge,16,3,NO,2,0,YES,6440,6440,51520,BMW,X5,2011,N,61,3801
907,53,OH,250/500,2000,912.29,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,6604 Apache Drive,17,3,Unknown,1,2,Unknown,16180,16180,64720,Saab,92x,2005,N,46,8987
908,44,OH,250/500,2000,1144.3,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,Vehicle Theft,No Collision,Minor Damage,Police,WV,Northbrook,2311 4th St,3,1,YES,1,0,Unknown,500,500,4500,Honda,Civic,2010,N,60,8568
909,38,IN,500/1000,1000,1281.43,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,9523 Solo Hwy,10,3,Unknown,0,2,NO,3070,6140,21490,Jeep,Wrangler,2010,N,43,1435
910,48,IL,100/300,2000,1101.85,FEMALE,College,sales,dancing,wife,46100,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,3171 Andromedia Lane,9,1,NO,1,2,YES,3720,3720,26040,Nissan,Pathfinder,2012,N,45,753
911,26,IN,500/1000,2000,1082.1,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,2492 Lincoln Lane,13,2,Unknown,0,1,YES,14540,7270,43620,Jeep,Wrangler,2001,N,47,5098
912,36,OH,500/1000,500,1185.44,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,4477 5th Ave,15,3,YES,2,1,YES,3880,7760,31040,Accura,RSX,2006,Y,43,8368
913,45,IL,500/1000,2000,1175.07,MALE,MD,craft-repair,movies,not-in-family,30100,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,6724 Andromedia St,23,1,Unknown,1,1,NO,7980,7980,71820,Honda,CRV,2011,N,45,2935
914,36,OH,500/1000,2000,979.26,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,7495 Washington Ave,2,4,YES,0,2,YES,14560,14560,43680,Honda,Accord,1998,N,43,5343
915,37,OH,250/500,500,920.81,FEMALE,High School,sales,chess,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,4291 Sky Hwy,14,1,YES,2,0,Unknown,0,7910,63280,Mercedes,C300,1997,Y,46,8464
916,38,OH,100/300,500,922.85,MALE,High School,adm-clerical,golf,husband,70300,-70900,Vehicle Theft,No Collision,Trivial Damage,,NY,Hillsdale,5650 Rock Ave,7,1,Unknown,1,1,YES,400,400,2800,Honda,Civic,1999,N,47,604
917,41,OH,250/500,2000,1107.59,MALE,PhD,tech-support,chess,not-in-family,65400,0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,6888 Elm Ridge,23,1,NO,1,3,NO,10440,10440,41760,Mercedes,C300,2009,N,46,5882
918,36,IL,100/300,500,1272.46,MALE,College,prof-specialty,exercise,wife,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,2352 Sky Drive,7,3,YES,2,1,Unknown,12660,6330,50640,Toyota,Corolla,1998,N,45,47
919,33,IL,250/500,1000,1340.24,MALE,High School,protective-serv,chess,own-child,0,-68800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,5280 Pine Ave,8,3,YES,1,0,Unknown,13820,6910,55280,Dodge,RAM,1995,Y,44,7618
920,40,OH,100/300,1000,1648.0,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,6638 Tree Drive,17,1,NO,1,0,YES,8040,4020,32160,Accura,MDX,2000,N,60,5286
921,38,IL,250/500,500,1381.14,FEMALE,College,other-service,camping,wife,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,5678 Lincoln Drive,10,3,NO,0,3,NO,5200,10400,41600,BMW,M5,2011,N,47,101
922,35,IL,500/1000,500,1198.44,MALE,MD,priv-house-serv,polo,wife,0,0,Vehicle Theft,No Collision,Minor Damage,Police,WV,Columbus,4496 Pine Lane,9,1,NO,0,3,NO,560,560,1960,Nissan,Ultima,1998,N,43,1440
923,31,OH,250/500,2000,951.27,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,8845 5th Ave,2,1,YES,1,0,YES,13780,6890,55120,Accura,RSX,2007,N,60,8962
924,30,IN,500/1000,2000,1341.24,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,9317 Apache Ave,18,3,NO,0,1,NO,5940,2970,23760,Honda,Accord,2003,N,60,2189
925,46,IL,250/500,2000,1177.57,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,Vehicle Theft,No Collision,Minor Damage,Police,VA,Arlington,8638 3rd Ave,4,1,Unknown,2,3,NO,430,860,2580,Jeep,Wrangler,2010,N,46,8113
926,38,IN,250/500,1000,1055.09,FEMALE,Masters,transport-moving,video-games,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,12,1,Unknown,0,3,YES,8320,16640,66560,BMW,X6,2005,Y,43,6466
927,32,IL,250/500,500,1479.48,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,1173 Andromedia Ave,15,1,YES,1,3,YES,6790,13580,54320,Dodge,RAM,2008,Y,44,8334
928,30,IN,500/1000,2000,1827.38,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900,Vehicle Theft,No Collision,Trivial Damage,Police,VA,Springfield,6068 2nd St,9,1,YES,1,3,Unknown,420,840,3360,Audi,A5,1998,N,43,7122
929,32,IN,100/300,500,1169.62,FEMALE,JD,sales,yachting,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,7937 Weaver Ridge,6,1,YES,0,0,NO,10000,10000,35000,Toyota,Camry,2008,Y,45,5152
930,48,IN,100/300,500,1516.34,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,2823 Weaver Lane,11,4,YES,0,2,NO,13200,6600,39600,Saab,93,1996,Y,47,5630
931,34,OH,500/1000,2000,1270.21,FEMALE,College,sales,sleeping,husband,16100,-61200,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,1809 Sky St,13,3,NO,1,1,Unknown,6140,0,49120,Nissan,Ultima,2000,N,47,2874
932,44,IL,250/500,500,809.11,MALE,JD,craft-repair,polo,other-relative,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,9352 Washington Ave,4,3,Unknown,2,1,YES,5140,10280,35980,Honda,Civic,1996,N,60,6242
933,37,IL,500/1000,1000,1115.81,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,2697 Oak Drive,20,3,YES,1,3,Unknown,5420,10840,32520,Dodge,Neon,2008,N,61,463
934,31,OH,100/300,1000,1457.65,FEMALE,College,armed-forces,camping,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,1110 4th Drive,0,3,NO,1,3,Unknown,5820,5820,40740,Toyota,Highlander,2010,N,60,8901
935,34,OH,100/300,1000,1041.36,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,7535 5th Lane,18,4,Unknown,2,3,YES,13520,13520,47320,Toyota,Highlander,2005,Y,44,5592
936,40,OH,250/500,1000,1693.83,MALE,High School,protective-serv,polo,other-relative,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9043 Maple Hwy,6,1,Unknown,1,0,Unknown,5340,5340,42720,Honda,CRV,2003,N,44,8312
937,59,IN,100/300,1000,1685.69,FEMALE,High School,protective-serv,hiking,wife,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,3777 Maple Ave,23,1,Unknown,2,2,YES,14360,14360,43080,Jeep,Grand Cherokee,1995,N,47,2175
938,31,IN,250/500,500,1054.92,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,5608 Solo St,4,1,Unknown,0,0,Unknown,8530,0,59710,Toyota,Corolla,2013,Y,46,6549
939,45,IN,250/500,2000,1333.97,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,6981 Weaver St,21,3,Unknown,1,0,Unknown,11100,11100,38850,Dodge,RAM,2011,Y,62,8385
940,47,OH,100/300,1000,1013.61,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400,Parked Car,No Collision,Minor Damage,,NY,Springfield,4369 Maple Lane,7,1,Unknown,1,1,YES,860,860,3870,Suburu,Impreza,2002,N,45,474
941,48,IL,500/1000,500,958.3,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,6931 Elm St,19,3,Unknown,0,0,Unknown,8520,8520,29820,Volkswagen,Passat,1998,N,46,2442
942,31,IN,250/500,2000,1112.04,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,Parked Car,No Collision,Minor Damage,,SC,Arlington,7583 Washington Ave,5,1,NO,1,3,NO,780,780,2730,Volkswagen,Passat,1998,N,47,4757
943,57,IN,250/500,2000,1206.26,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,7552 3rd St,22,3,YES,0,0,NO,15700,7850,54950,Audi,A3,2015,N,45,4687
944,42,IL,500/1000,1000,763.67,MALE,Associate,prof-specialty,movies,own-child,12800,-49700,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,1654 Pine St,12,1,YES,1,3,YES,7870,7870,55090,Jeep,Grand Cherokee,2005,N,47,6047
945,56,IL,250/500,500,1042.56,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,6058 Andromedia Hwy,19,3,NO,0,2,NO,15120,7560,45360,Suburu,Forrestor,1997,N,61,4541
946,32,IL,100/300,2000,1263.48,FEMALE,JD,other-service,hiking,wife,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,6536 MLK Hwy,10,1,Unknown,2,0,Unknown,5300,10600,47700,Audi,A5,1997,Y,44,5632
947,63,IL,250/500,500,1006.99,FEMALE,Masters,sales,board-games,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,8198 Embaracadero Lane,7,1,NO,0,3,Unknown,4840,4840,33880,Suburu,Legacy,2015,N,45,1120
948,31,OH,250/500,1000,1328.26,MALE,Masters,sales,exercise,not-in-family,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,3447 Solo Ave,17,1,NO,1,1,NO,13520,6760,40560,Suburu,Forrestor,2011,N,61,6711
949,55,OH,100/300,1000,1250.08,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,1806 Weaver Ridge,0,3,Unknown,2,3,YES,11360,11360,45440,Ford,Escape,2010,N,47,6908
950,27,IL,500/1000,500,982.7,FEMALE,College,transport-moving,video-games,unmarried,30800,-43700,Parked Car,No Collision,Minor Damage,,SC,Arlington,7930 Texas Ave,9,1,NO,1,0,NO,940,470,3760,Toyota,Camry,2001,N,44,6260
951,37,IN,500/1000,1000,1412.06,FEMALE,Masters,protective-serv,reading,not-in-family,60100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,7082 Oak Ridge,21,1,Unknown,0,3,Unknown,5770,5770,46160,Nissan,Maxima,2000,N,45,526
952,46,IN,500/1000,2000,1066.7,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,6357 Texas Lane,22,3,NO,0,2,NO,14920,14920,59680,Audi,A3,2014,N,47,6635
953,43,IN,250/500,2000,1585.54,MALE,High School,protective-serv,reading,not-in-family,42600,-44400,Vehicle Theft,No Collision,Minor Damage,,WV,Hillsdale,9322 Rock Hwy,3,1,NO,1,0,YES,420,840,3360,Volkswagen,Jetta,2012,N,46,6462
954,39,IN,250/500,1000,1416.08,FEMALE,JD,craft-repair,yachting,other-relative,0,-36600,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,6684 Solo Lane,16,1,YES,0,3,Unknown,5020,5020,35140,Honda,CRV,2004,N,61,2840
955,38,OH,250/500,500,1246.03,MALE,JD,craft-repair,movies,unmarried,61900,-50000,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4885 Oak Lane,14,1,YES,0,0,NO,9020,4510,31570,Nissan,Maxima,2013,N,44,2688
956,32,IN,500/1000,2000,1356.64,MALE,Masters,machine-op-inspct,golf,not-in-family,67800,-48600,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,7846 Andromedia Drive,21,3,YES,0,3,YES,15120,15120,52920,Toyota,Camry,2003,N,44,6638
957,42,IL,100/300,2000,1387.7,FEMALE,High School,priv-house-serv,skydiving,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,3915 Embaracadero St,19,1,NO,2,1,NO,15660,15660,54810,Chevrolet,Silverado,1995,N,47,2541
958,25,OH,100/300,1000,1004.14,MALE,Masters,priv-house-serv,sleeping,wife,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,4242 Rock Lane,13,3,NO,1,3,NO,9600,4800,33600,Dodge,RAM,1995,N,45,4232
959,35,OH,500/1000,500,1107.07,FEMALE,High School,protective-serv,movies,husband,0,-45300,Vehicle Theft,No Collision,Minor Damage,Police,VA,Hillsdale,7405 Oak St,21,1,NO,0,0,YES,600,600,2100,Saab,92x,2008,N,47,8676
960,34,IL,100/300,500,1429.96,FEMALE,JD,protective-serv,board-games,husband,67800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,9633 4th St,11,3,NO,1,2,YES,11440,5720,40040,Toyota,Camry,2005,N,46,8611
961,35,IN,250/500,1000,1074.99,FEMALE,Associate,adm-clerical,bungie-jumping,husband,0,-48800,Vehicle Theft,No Collision,Trivial Damage,Police,VA,Columbus,3492 Britain St,16,1,Unknown,2,0,Unknown,1380,690,5520,Accura,MDX,2012,N,45,5022
962,37,OH,500/1000,1000,1007.0,FEMALE,PhD,transport-moving,board-games,unmarried,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,7973 4th St,9,1,NO,0,2,Unknown,12320,12320,55440,Chevrolet,Silverado,2013,N,46,317
963,30,OH,100/300,500,1052.85,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100,Vehicle Theft,No Collision,Minor Damage,Police,WV,Riverwood,3952 Andromedia Lane,8,1,NO,0,0,YES,960,480,3360,BMW,3 Series,2006,N,60,1651
964,37,IN,500/1000,1000,1200.33,FEMALE,High School,craft-repair,cross-fit,own-child,0,-36400,Vehicle Theft,No Collision,Minor Damage,Police,WV,Springfield,6702 Andromedia St,7,1,Unknown,2,1,YES,390,780,2730,Volkswagen,Jetta,2008,Y,47,1899
965,26,IL,100/300,1000,1343.0,MALE,Masters,handlers-cleaners,camping,other-relative,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,5455 Oak Hwy,12,1,Unknown,0,0,NO,9040,9040,72320,BMW,3 Series,1995,N,44,4988
966,29,OH,250/500,2000,1441.6,FEMALE,MD,sales,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,2253 Maple Ave,21,3,YES,0,0,Unknown,6290,12580,44030,Jeep,Grand Cherokee,1998,N,47,3864
967,32,OH,100/300,1000,1433.42,FEMALE,Associate,protective-serv,base-jumping,own-child,53800,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,7897 Lincoln St,4,1,YES,1,2,NO,5420,10840,37940,Nissan,Ultima,2014,Y,60,7473
968,50,OH,500/1000,2000,1368.57,FEMALE,MD,tech-support,paintball,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,8811 Maple Hwy,18,3,NO,2,2,YES,5180,10360,36260,Accura,MDX,2003,N,47,3782
969,55,OH,250/500,500,862.19,MALE,High School,adm-clerical,movies,unmarried,69400,0,Vehicle Theft,No Collision,Trivial Damage,Police,SC,Northbend,8167 Apache Ave,7,1,Unknown,2,3,Unknown,600,1200,4800,Accura,MDX,2012,N,60,9040
970,35,OH,250/500,500,871.46,MALE,MD,tech-support,movies,husband,58500,-77700,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,5475 Rock Lane,13,1,YES,2,0,YES,13480,6740,53920,Ford,Escape,2007,N,47,8890
971,25,OH,500/1000,500,1863.04,FEMALE,Associate,priv-house-serv,paintball,not-in-family,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,8215 Flute Drive,0,1,NO,2,1,Unknown,13560,6780,47460,Mercedes,C300,1995,N,46,5213
972,44,OH,250/500,2000,1181.64,MALE,College,other-service,exercise,wife,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,1320 Flute Lane,22,1,Unknown,1,1,YES,5540,11080,38780,Jeep,Grand Cherokee,2002,Y,45,7433
973,37,IL,500/1000,1000,1060.74,MALE,PhD,tech-support,reading,own-child,0,-51500,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,1229 5th Ave,15,1,YES,2,3,Unknown,9820,4910,34370,Suburu,Impreza,1996,Y,47,3560
974,41,IN,100/300,500,951.56,FEMALE,JD,transport-moving,video-games,wife,59400,-78600,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3884 Pine Lane,3,3,NO,2,1,Unknown,15120,7560,75600,Chevrolet,Tahoe,2007,Y,45,9034
975,40,IN,100/300,500,1533.71,FEMALE,JD,protective-serv,polo,own-child,0,-70900,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,7108 Tree St,18,2,YES,0,2,Unknown,6050,12100,48400,Ford,Escape,2008,N,46,3773
976,33,OH,500/1000,1000,1200.09,FEMALE,Associate,craft-repair,board-games,unmarried,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,8014 Embaracadero Drive,17,3,Unknown,2,2,Unknown,14080,7040,49280,Accura,RSX,2002,N,45,7727
977,42,IN,100/300,500,1093.83,MALE,Associate,adm-clerical,board-games,other-relative,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,4937 Flute Drive,18,3,Unknown,1,1,NO,4440,8880,39960,Suburu,Impreza,2015,Y,46,4370
978,32,IN,250/500,1000,988.93,FEMALE,High School,craft-repair,golf,unmarried,27600,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,2889 Francis St,11,1,Unknown,2,3,YES,15380,15380,53830,Dodge,Neon,1999,N,61,6610
979,37,IN,500/1000,1000,1331.94,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-55400,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,7504 Flute Drive,17,1,NO,0,2,YES,9920,9920,34720,Saab,95,2004,N,43,7289
980,40,IL,500/1000,1000,1361.45,MALE,PhD,handlers-cleaners,camping,unmarried,39300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,7570 Cherokee Drive,12,1,YES,0,2,YES,7470,7470,67230,Suburu,Forrestor,1999,N,60,1892
981,44,OH,250/500,2000,1188.51,MALE,College,handlers-cleaners,bungie-jumping,unmarried,0,-65800,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,4710 Lincoln Hwy,15,3,Unknown,1,2,NO,6110,12220,42770,Dodge,Neon,2008,N,44,5195
982,43,IN,500/1000,2000,1101.83,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,7511 1st Ave,0,3,Unknown,0,3,YES,5190,10380,36330,BMW,M5,2011,Y,45,2883
983,39,IL,250/500,1000,840.95,FEMALE,JD,adm-clerical,hiking,unmarried,32500,-80800,Parked Car,No Collision,Trivial Damage,Police,SC,Arlington,7042 Maple Ridge,9,1,Unknown,2,1,Unknown,430,430,2580,Suburu,Legacy,2002,N,43,3043
984,36,IN,250/500,1000,1503.21,MALE,MD,other-service,cross-fit,husband,55700,-49900,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,4475 Lincoln Ridge,1,1,YES,2,1,NO,5710,11420,34260,Toyota,Corolla,2013,N,44,5511
